986 61.88$ Stormrage Alliance https://www.eldorado.gg/order/34d72a7f-849b-4924-b6f4-97c73a2ced64
30000 196.49$ 60/ Faerlina Horde https://www.eldorado.gg/order/49bbbfb3-ee07-4139-96f3-10e619a60ef6
